DrugBankID	Targets	Fullname
DB00640	1178, 268, 390, 16	Adenosine
DB00641	631, 1630	Simvastatin
DB00642	359, 2287, 365, 1043	Pemetrexed
DB00643	2449, 2499	Mebendazole
DB00644	226, 524	Gonadorelin
DB00645	198	Dyclonine
DB00646	7160	Nystatin
DB00647	847, 467, 696	Propoxyphene
DB00648	805, 269	Mitotane
DB00649	7243	Stavudine
DB00650	359	Leucovorin
DB00651	541, 1971, 4109, 2358, 16, 1178, 779, 691	Dyphylline
DB00652	847, 696, 174	Pentazocine
DB00653	750, 762, 478, 333, 4110, 4111	Magnesium Sulfate
DB00654	672	Latanoprost
DB00655	136	Estrone
DB00656	502, 590, 824, 320, 492, 556, 318	Trazodone
DB00657	813	Mecamylamine
DB00658	7197	Sevelamer
DB00659	706, 2178, 916, 1362, 4096	Acamprosate
DB00660		Metaxalone
DB00661	478, 4115, 4113, 4111, 333, 4110, 4114, 4112, 15, 535, 3970, 392, 101, 220, 781, 824	Verapamil
DB00662		Trimethobenzamide
DB00663	871	Flumethasone Pivalate
DB00664	4116	Sulfametopyrazine
DB00665	146	Nilutamide
DB00666	226, 524	Nafarelin
DB00667	492, 124, 1341, 164	Histamine Phosphate
DB00668	556, 632, 193, 766, 318, 629, 789, 828	Epinephrine
DB00669	725, 885, 511, 320	Sumatriptan
DB00670	103	Pirenzepine
DB00671	115	Cefixime
DB00672	230	Chlorpropamide
DB00673	427	Aprepitant
DB00674	474, 7181, 7182, 7183, 7184, 7185, 813, 6079, 947, 6080, 6081, 4095, 4097, 458, 948, 6082, 6078, 3923	Galantamine
DB00675	136, 869	Tamoxifen
DB00676		Benzyl Benzoate
DB00677	474, 3923	Isoflurophate
DB00678	70	Losartan
DB00679	831, 23, 556, 632, 502, 101	Thioridazine
DB00680	220	Moricizine
DB00681	7160	Amphotericin B
DB00682	787	Warfarin
DB00683	872, 423, 580, 530, 523, 4098, 4099, 4100, 841, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091	Midazolam
DB00684	308, 883	Tobramycin
DB00685	404, 477, 817	Trovafloxacin
DB00686	1525, 760, 361	Pentosan Polysulfate
DB00687	737, 871, 146	Fludrocortisone
DB00688	838, 796	Mycophenolate mofetil
DB00689	7174	Cephaloglycin
DB00690	872, 423, 580, 530, 523, 841, 4098, 4100, 4099, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091	Flurazepam
DB00691	244, 1385	Moexipril
DB00692	318, 556	Phentolamine
DB00693	6339, 874	Fluorescein
DB00694	874, 817, 4192	Daunorubicin
DB00695	558, 357	Furosemide
DB00696	725, 885, 502, 831, 556, 632, 789, 318, 629, 540	Ergotamine
DB00697	318, 629, 378, 6070	Tizanidine
DB00698	4117, 685, 176	Nitrofurantoin
DB00699	556	Nicergoline
DB00700	737	Eplerenone
DB00701	731	Amprenavir
DB00702		Icodextrin
DB00703	295, 357, 592, 6126	Methazolamide
DB00704	467, 847, 696, 319	Naltrexone
DB00705	7243	Delavirdine
DB00706	556, 789, 632	Tamsulosin
DB00707	554, 784	Porfimer
DB00708	847, 467, 696	Sufentanil
DB00709	7243, 874, 612	Lamivudine
DB00710	853, 930	Ibandronate
DB00711	275, 20	Diethylcarbamazine
DB00712	20, 290	Flurbiprofen
DB00713	7154, 7156, 6799, 6121, 6844, 633	Oxacillin
DB00714	638, 432, 831, 378, 629, 590, 163, 320, 502, 436, 318, 23, 725, 885, 734	Apomorphine
DB00715	824, 540, 502, 103, 617, 51, 450, 274	Paroxetine
DB00716	778, 111, 1448, 325, 1939	Nedocromil
DB00717	614	Norethindrone
DB00718	342	Adefovir Dipivoxil
DB00719	492	Azatadine
DB00720	661, 782, 688, 930	Clodronate
DB00721	198, 706, 341, 713, 813	Procaine
DB00722	244, 1385	Lisinopril
DB00723	556, 632	Methoxamine
DB00724	173, 5998	Imiquimod
DB00725	617, 103, 450, 274, 51	Homatropine Methylbromide
DB00726	824, 540, 713, 502, 320, 556, 632, 831, 23, 629, 492	Trimipramine
DB00727	613	Nitroglycerin
DB00728	813, 617, 341	Rocuronium
DB00729	51	Diphemanil Methylsulfate
DB00730	605	Thiabendazole
DB00731	230, 238	Nateglinide
DB00732	813	Atracurium
DB00733	474, 3923	Pralidoxime
DB00734	502, 831, 638, 432, 556, 632, 725, 492, 318, 629, 378, 590, 320, 23	Risperidone
DB00735	634	Naftifine
DB00736	385	Esomeprazole
DB00737	492	Meclizine
DB00738	874, 4311	Pentamidine
DB00739	7156, 6844, 7154, 6799, 6121	Hetacillin
DB00740	220, 33	Riluzole
DB00741	871, 469	Hydrocortisone
DB00742		Mannitol
DB00743		Gadobenate Dimeglumine
DB00744	275	Zileuton
DB00745	713, 632	Modafinil
DB00746	7199, 7200	Deferoxamine
DB00747	103, 2129, 617, 51, 450, 274	Scopolamine
DB00748	492	Carbinoxamine
DB00749	290, 20, 459	Etodolac
DB00750	220	Prilocaine
DB00751	492, 124, 556, 318, 502, 716	Epinastine
DB00752	3941, 3939	Tranylcypromine
DB00753	872, 241, 482, 705, 858, 537, 465	Isoflurane
DB00754	220	Ethotoin
DB00755	88, 780, 162, 611, 770, 84, 569, 719	Tretinoin
DB00756	126, 3999, 201	Hexachlorophene
DB00757	341	Dolasetron
DB00758	122	Clopidogrel
DB00759	7170, 6207, 7168, 7169, 6209, 883, 1867	Tetracycline
DB00760	819	Meropenem
DB00761	310, 558, 53, 157, 304, 663	Potassium Chloride
DB00762	1353, 102	Irinotecan
DB00763	563	Methimazole
DB00764	871	Mometasone
DB00765	676	Metyrosine
DB00766	332	Clavulanate
DB00767	492, 450, 103, 274, 617, 51	Benzquinamide
DB00768	492, 1810, 2226, 2132, 1048, 6097	Olopatadine
DB00769	871	Hydrocortamate
DB00770	406, 73	Alprostadil
DB00771	103	Clidinium
DB00772	3923	Malathion
DB00773	817	Etoposide
DB00774	558, 295, 357, 592, 4205, 3007, 806, 610	Hydroflumethiazide
DB00775	488, 2039	Tirofiban
DB00776	220	Oxcarbazepine
DB00777	492, 502, 590, 831, 23, 432, 556, 632, 789, 51, 274, 617, 450, 103	Propiomazine
DB00778	818, 1588	Roxithromycin
DB00779	874	Nalidixic Acid
DB00780	3941, 3939, 1483, 280, 735, 3904, 3913	Phenelzine
DB00781	7202	Polymyxin B Sulfate
DB00782	103	Propantheline
DB00783	136, 869, 1284	Estradiol
DB00784	290, 20	Mefenamic acid
DB00785	617, 103, 51, 450, 274	Cryptenamine
DB00786	1167, 707, 1926, 6189, 2154, 65, 6188, 6190, 2203, 1330, 6191, 6192, 2970, 6193, 6194, 6195, 6196, 6197, 6198, 6199, 6200, 6201, 6202	Marimastat
DB00787	2559, 338, 697	Aciclovir
DB00788	290, 20	Naproxen
DB00789	6040	Gadopentetate dimeglumine
DB00790	244	Perindopril
DB00791	874	Uracil mustard
DB00792	492	Tripelennamine
DB00793		Haloprogin
DB00794	872, 423, 580, 530, 523, 841, 947, 4095, 921, 918	Primidone
DB00795	275, 290, 20, 238, 7173, 2038, 33, 78	Sulfasalazine
DB00796	70	Candesartan
DB00797	556, 318, 492	Tolazoline
DB00798	308, 883, 1244	Gentamicin
DB00799	730, 88, 162, 229	Tazarotene
DB00800	163, 23, 629, 378, 318	Fenoldopam
DB00801	872, 423, 580, 523, 6087, 6086, 6088, 4098, 4100, 4099, 6093, 6089, 6090, 142, 6092, 6115	Halazepam
DB00802	847	Alfentanil
DB00803	7202	Colistin
DB00804	103, 617	Dicyclomine
DB00805	3941, 436, 502, 590, 474, 824, 23, 831, 103	Minaprine
DB00806	541, 16, 204, 1971, 1178, 1830	Pentoxifylline
DB00807	198	Proparacaine
DB00808	741, 544	Indapamide
DB00809	450, 103, 617, 51	Tropicamide
DB00810	103, 813	Biperiden
DB00811	838, 6021, 752, 311, 874, 289, 508	Ribavirin
DB00812	290, 130, 20	Phenylbutazone
DB00813	847, 467, 696	Fentanyl
DB00814	290, 20	Meloxicam
DB00815		Sodium lauryl sulfate
DB00816	766	Orciprenaline
DB00817	887, 886	Rosoxacin
DB00818	4100, 4099, 3804, 3802	Propofol
DB00819	295, 6131, 357, 6122, 592, 6126, 1025	Acetazolamide
DB00820	204, 6039	Tadalafil
DB00821	290, 20	Carprofen
DB00822	147, 153	Disulfiram
DB00823	614, 136	Ethynodiol Diacetate
DB00824	1971, 541, 268	Enprofylline
DB00825	2162, 1944, 5838, 696	Menthol
DB00826	7160	Natamycin
DB00827	404, 874	Cinoxacin
DB00828	520	Fosfomycin
DB00829	872, 423, 580, 523, 4098, 4100, 4099, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091, 811	Diazepam
DB00830	540, 713	Phenmetrazine
DB00831	831, 734, 556, 465, 1561, 6859	Trifluoperazine
DB00832		Phensuximide
DB00833	7154, 633	Cefaclor
DB00834	614, 871	Mifepristone
DB00835	492, 103, 617, 51, 450, 274	Brompheniramine
DB00836	847, 467, 696, 392, 1262, 465	Loperamide
DB00837	240, 872	Progabide
DB00838	871	Clocortolone
DB00839	709	Tolazamide
DB00840		Hydroxypropyl cellulose
DB00841	193, 766	Dobutamine
DB00842	872, 423, 580, 530, 523, 841, 4098, 4100, 4099, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091	Oxazepam
DB00843	474, 502	Donepezil
DB00844	696, 847, 467	Nalbuphine
DB00845	874, 683	Clofazimine
DB00846	871	Flurandrenolide
DB00847	7217, 1736, 4186	Cysteamine
DB00848	6079, 1075	Levamisole
DB00849	872, 423, 580, 530, 523, 841, 947, 4095, 921, 918	Methylphenobarbital
DB00850	831, 23, 465	Perphenazine
DB00851	874, 790, 6040	Dacarbazine
DB00852	540, 713, 556, 318, 824, 766, 193	Pseudoephedrine
DB00853	874	Temozolomide
DB00854	847, 467, 696	Levorphanol
DB00855	56	Aminolevulinic acid
DB00856		Chlorphenesin
DB00857	634	Terbinafine
DB00858	146	Drostanolone
DB00859	7161	Penicillamine
DB00860	871	Prednisolone
DB00861	290, 20	Diflunisal
DB00862	204, 6037, 6038	Vardenafil
DB00863	124	Ranitidine
DB00864	768	Tacrolimus
DB00865	131, 318, 556, 713	Benzphetamine
DB00866	193, 766, 320	Alprenolol
DB00867	766	Ritodrine
DB00868	220	Benzonatate
DB00869	357, 592, 295	Dorzolamide
DB00870	20, 290	Suprofen
DB00871	766	Terbutaline
DB00872	185, 322	Conivaptan
DB00873	871	Loteprednol
DB00874		Guaifenesin
DB00875	831, 502, 23, 556, 103	Flupenthixol
DB00876	70	Eprosartan
DB00877	4148, 768, 1525	Sirolimus
DB00878	7201	Chlorhexidine
DB00879	7243	Emtricitabine
DB00880	466, 295, 357, 592	Chlorothiazide
DB00881	244	Quinapril
DB00882	136	Clomifene
DB00883	613	Isosorbide Dinitrate
DB00884	853, 930	Risedronate
DB00885	492	Pemirolast
DB00887	558, 310, 663, 53, 2184	Bumetanide
DB00888	874	Mechlorethamine
DB00889	341	Granisetron
DB00890	136	Dienestrol
DB00891	133	Sulfapyridine
DB00892	198	Oxybuprocaine
DB00893	693, 144, 443, 95	Iron Dextran
DB00894	3811	Testolactone
DB00895	55, 18	Benzylpenicilloyl Polylysine
DB00896	871	Rimexolone
DB00897	872, 423, 580, 530, 523, 841, 4098, 4100, 4099, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091, 811	Triazolam
DB00898	872, 706, 482, 820, 251, 444, 517	Ethanol
DB00899	847, 467, 696	Remifentanil
DB00900	7243, 277	Didanosine
DB00901	766	Bitolterol
DB00902	492	Methdilazine
DB00903	806, 558	Ethacrynic acid
DB00904	341, 94, 847, 320, 885	Ondansetron
DB00905	672, 73, 4131, 650	Bimatoprost
DB00906	276	Tiagabine
DB00907	713, 540, 824, 220, 215, 198, 103, 617	Cocaine
DB00908	220, 172, 751, 101	Quinidine
DB00909	158, 3802, 3803, 3804, 220, 1995, 215, 6132, 6133, 6134, 6135, 535, 964, 15, 295, 357, 6122, 592, 6123, 6124, 6125, 6126, 6127, 4205, 6128, 6129, 3007, 6130, 6131, 3939, 3941	Zonisamide
DB00910	856	Paricalcitol
DB00911	874	Tinidazole
DB00912	230, 238	Repaglinide
DB00913	847	Anileridine
DB00914	748, 4209	Phenformin
DB00915	694, 706, 831	Amantadine
DB00916	874, 6945, 621	Metronidazole
DB00917	406, 73, 4131, 6002	Dinoprostone
DB00918	885, 725	Almotriptan
DB00919	308	Spectinomycin
DB00920	492, 1971, 541, 2358, 4109, 779, 691, 6216, 6217, 6040	Ketotifen
DB00921	847, 696, 467	Buprenorphine
DB00922	1561, 781, 4209, 485	Levosimendan
DB00923	6187	Ceforanide
DB00924	502	Cyclobenzaprine
DB00925	556, 318, 378, 629, 465, 766	Phenoxybenzamine
DB00926	730, 459, 229, 780, 88, 162	Etretinate
DB00927	124	Famotidine
DB00928	1064, 6075, 874	Azacitidine
DB00929	4131, 406, 6002	Misoprostol
DB00930	7198	Colesevelam
DB00931	883	Methacycline
DB00932	731	Tipranavir
DB00933	502, 831	Mesoridazine
DB00934	540, 492, 103, 617, 51, 450, 274, 556	Maprotiline
DB00935	556, 318	Oxymetazoline
DB00936	20, 290, 139	Salicyclic acid
DB00937	540, 713	Diethylpropion
DB00938	766	Salmeterol
DB00939	20, 290, 275	Meclofenamic acid
DB00940	103, 124	Methantheline
DB00941	3923	Hexafluronium
DB00942	103	Cycrimine
DB00943	7243	Zalcitabine
DB00944	474, 3923	Demecarium
DB00945	20, 290, 139	Acetylsalicylic acid
DB00946	787	Phenprocoumon
DB00947	136	Fulvestrant
DB00948	633, 7154, 6069	Mezlocillin
DB00949	464, 706, 837	Felbamate
DB00950	492	Fexofenadine
DB00951	518, 368	Isoniazid
DB00952	725, 885, 511, 320	Naratriptan
DB00953	725, 885, 511	Rizatriptan
DB00954	884	Dirithromycin
DB00955	308, 883	Netilmicin
DB00956	847, 467	Hydrocodone
DB00957	614, 136	Norgestimate
DB00958	874	Carboplatin
DB00959	871	Methylprednisolone
DB00960	193, 766, 320, 885	Pindolol
DB00961	198	Mepivacaine
DB00962	872, 811	Zaleplon
DB00963	290, 20	Bromfenac
DB00964	318, 556	Apraclonidine
DB00965		Ethiodized oil
DB00966	70, 238	Telmisartan
DB00967	492	Desloratadine
DB00968	318	Methyldopa
DB00969	341	Alosetron
DB00970	874	Dactinomycin
DB00971		Selenium Sulfide
DB00972	492	Azelastine
DB00973	117, 890, 1760	Ezetimibe
DB00974	7191, 7199, 7211	Edetic Acid
DB00975	695, 3957, 204, 1971	Dipyridamole
DB00976	884	Telithromycin
DB00977	136, 1284	Ethinyl Estradiol
DB00978	477, 404, 817	Lomefloxacin
DB00979	103	Cyclopentolate
DB00980	571, 362	Ramelteon
DB00981	474	Physostigmine
DB00982	730	Isotretinoin
DB00983	766	Formoterol
DB00984	146	Nandrolone phenpropionate
DB00985	492	Dimenhydrinate
DB00986	103	Glycopyrrolate
DB00987	874, 125	Cytarabine
DB00988	831, 23, 163, 638, 432, 713, 153	Dopamine
DB00989	474, 3923	Rivastigmine
DB00990	3811	Exemestane
DB00991	20, 290	Oxaprozin
DB00992	784	Methyl aminolevulinate
DB00993	87	Azathioprine
DB00994	308, 883	Neomycin
DB00995	1119, 2038	Auranofin
DB00996	762, 4160, 3970, 16	Gabapentin
DB00997	874, 817	Doxorubicin
DB00998	725, 885	Frovatriptan
DB00999	466, 295, 357, 592, 4205, 3007, 610	Hydrochlorothiazide
DB01000	633, 6799, 7154, 6067	Cyclacillin
DB01001	766, 193	Salbutamol
DB01002	198	Levobupivacaine
DB01003	610, 2176	Cromoglicic acid
DB01004	338, 874, 2559	Ganciclovir
DB01005	360	Hydroxyurea
DB01006	3811	Letrozole
DB01007	260, 1010	Tioconazole
DB01008	874	Busulfan
DB01009	20, 290, 6033	Ketoprofen
DB01010	474, 3923	Edrophonium
DB01011	805, 2298	Metyrapone
DB01012	565	Cinacalcet
DB01013	871	Clobetasol
DB01014	238, 290, 20, 275	Balsalazide
DB01015	891, 137	Sulfamethoxazole
DB01016	230, 709, 3961, 521, 776, 132, 2184, 781	Glyburide
DB01017	140, 22, 883, 1654, 275, 65, 183, 494, 2077, 1507	Minocycline
DB01018	318	Guanfacine
DB01019	617	Bethanechol
DB01020	6068	Isosorbide Mononitrate
DB01021	558, 806, 295, 357, 592	Trichlormethiazide
DB01022	448, 798	Phytonadione
DB01023	478, 762, 4110, 4115, 4111, 964, 4160, 465, 5692, 6047, 737, 6048, 1561	Felodipine
DB01024	838, 796	Mycophenolic acid
DB01025	2226, 1048, 138, 760	Amlexanox
DB01026	260	Ketoconazole
DB01028	872, 705, 482, 241, 858, 537, 559	Methoxyflurane
DB01029	70, 1629	Irbesartan
DB01030	1353, 102, 874	Topotecan
DB01031	295, 357	Ethinamate
DB01032	1729, 1024, 6142, 6218	Probenecid
DB01033	87	Mercaptopurine
DB01034	889, 888, 615, 1295	Cerulenin
DB01035	220, 1064	Procainamide
DB01036	51, 617, 274, 103, 450	Tolterodine
DB01037	3939, 3941	Selegiline
DB01038	831, 23, 163	Carphenazine
DB01039	80, 1541	Fenofibrate
DB01040	874	Hydroxystilbamidine Isethionate
DB01041	777, 1787, 874, 823, 290	Thalidomide
DB01042	874	Melphalan
DB01043	706, 837, 464, 341, 5878	Memantine
DB01044	6224, 6225, 6226, 6227	Gatifloxacin
DB01045	284, 6206, 1284	Rifampin
DB01046	842	Lubiprostone
DB01047	871, 7178	Fluocinonide
DB01048	7243	Abacavir
DB01049	318, 556, 1632, 320	Ergoloid mesylate
DB01050	290, 20	Ibuprofen
DB01051	4150	Novobiocin
DB01053	7172	Penicillin G
DB01054	478, 762, 4110, 750, 4115, 4111, 4160, 964	Nitrendipine
DB01055	367, 1649, 279	Mimosine
DB01056	220	Tocainide
DB01057	3923	Echothiophate
DB01058	6114	Praziquantel
DB01059	477, 404, 817	Norfloxacin
DB01060	633	Amoxicillin
DB01061	633	Azlocillin
DB01062	51, 617, 103	Oxybutynin
DB01063	831, 23	Acetophenazine
DB01064	193, 766, 1517, 1176, 1281, 4145, 4146	Isoproterenol
DB01065	571, 362, 136, 6035, 465, 1757, 6036, 3830, 6034, 243	Melatonin
DB01066	6121, 633	Cefditoren
DB01067	230, 238	Glipizide
DB01068	872, 423, 580, 530, 523, 4098, 4100, 4099, 6087, 6086, 6088, 6093, 6089, 6090, 142, 6092, 6115, 6091, 811	Clonazepam
DB01069	492, 831, 103, 617, 51, 450, 274, 556, 502, 465	Promethazine
DB01070	856	Dihydrotachysterol
DB01071	492	Mequitazine
DB01072	731	Atazanavir
DB01073	360, 603, 874, 4773	Fludarabine
DB01074	451, 200	Perhexiline
DB01075	492	Diphenhydramine
DB01076	631, 952, 6220	Atorvastatin
DB01077	930, 6055, 6057	Etidronic acid
DB01078	806	Deslanoside
DB01079	94, 436, 590, 502	Tegaserod
DB01080	240, 280	Vigabatrin
DB01081	847, 467	Diphenoxylate
DB01082	308, 883	Streptomycin
DB01083	754, 6116, 1295	Orlistat
DB01084	492	Emedastine
DB01085	51, 103, 617	Pilocarpine
DB01086	198	Benzocaine
DB01087	931, 4228, 243	Primaquine
DB01088	527, 73, 1971, 541, 4109, 2358, 1792	Iloprost
DB01089	131	Deserpidine
DB01090	458, 6079, 6078	Pentolinium
DB01091	634	Butenafine
DB01092	806	Ouabain
DB01093		Dimethyl sulfoxide
DB01094	117, 7118, 259	Hesperetin
DB01095	631	Fluvastatin
DB01096	874	Oxamniquine
DB01097	424, 275, 6220, 992	Leflunomide
DB01098	631	Rosuvastatin
DB01099	874, 1064, 24	Flucytosine
DB01100	831, 638, 101, 465	Pimozide
DB01101	359, 874, 6075	Capecitabine
DB01102	193, 766, 1517	Arbutamine
DB01103	874, 1759, 723, 1770	Quinacrine
DB01104	824, 713	Sertraline
DB01105	540, 824, 713	Sibutramine
DB01106	492, 516	Levocabastine
DB01107	872	Methyprylon
DB01108	57, 66, 136, 869	Trilostane
DB01109	309, 239, 2058	Heparin
DB01110	260, 291, 7, 610, 6931, 5463, 6932, 6933, 462, 6934, 6935, 6936, 101, 514, 772	Miconazole
DB01111	7202	Colistimethate
DB01112	633	Cefuroxime
DB01113	541, 695	Papaverine
DB01114	492, 824, 540, 713	Chlorpheniramine
DB01115	478, 762, 4110, 4115, 4111, 465, 858, 964	Nifedipine
DB01116	458	Trimethaphan
DB01117	6937, 674, 424	Atovaquone
DB01118	101, 193, 964, 4160	Amiodarone
DB01119	781, 295, 357, 806, 610, 466	Diazoxide
DB01120	230, 183	Gliclazide
DB01121	158	Phenacemide
DB01122	474	Ambenonium
DB01123	874, 54, 6461, 6828	Proflavine
DB01124	230, 709	Tolbutamide
DB01125	448	Anisindione
DB01126	642, 596	Dutasteride
DB01127	260	Econazole
DB01128	146	Bicalutamide
DB01129	385	Rabeprazole
DB01130	871	Prednicarbate
DB01131	365, 620	Proguanil
DB01132	238	Pioglitazone
DB01133	930, 6057, 687	Tiludronate
DB01134	737	Desoxycorticosterone Pivalate
DB01135	813, 617	Doxacurium chloride
DB01136	193, 556, 194, 766, 183, 1374, 1827, 101, 1908	Carvedilol
DB01137	477, 404, 817	Levofloxacin
DB01138	1735, 862	Sulfinpyrazone
DB01139	633	Cephapirin
DB01140	7154, 6799, 6844, 6121	Cefadroxil
DB01141	7195	Micafungin
DB01142	492, 124, 540, 824, 502, 436, 590, 103, 617, 51, 450, 274, 556, 632, 789, 320, 318, 629, 378, 831	Doxepin
DB01143	1075, 508	Amifostine
DB01144	295, 357, 592, 6126	Dichlorphenamide
DB01145	4116	Sulfoxone
DB01146	492, 713	Diphenylpyraline
DB01147	633, 2478, 7156, 159, 7162, 4252	Cloxacillin
DB01148	617, 103	Flavoxate
DB01149	502, 590, 824, 320, 540, 713, 632, 318, 556	Nefazodone
DB01150	5805, 4154, 159	Cefprozil
DB01151	540, 824, 502, 766, 193, 1360, 492, 556, 103, 617, 51, 450, 274, 6432	Desipramine
DB01152	7160	Candicidin
DB01153	260	Sertaconazole
DB01154	872, 4209, 781	Thiamylal
DB01155	477, 404	Gemifloxacin
DB01156	713, 540, 6079	Bupropion
DB01157	365	Trimetrexate
DB01158	806	Bretylium
DB01159	6072, 6073, 610, 706, 591, 837, 482, 2207, 1581, 1571, 559, 462, 537, 241, 872, 1768, 1268	Halothane
DB01160	672, 527	Dinoprost Tromethamine
DB01161	198, 706, 458, 341, 713	Chloroprocaine
DB01162	556, 632, 789, 101, 514, 772	Terazosin
DB01163	7156, 6939, 7154, 6799, 6121, 6844	Amdinocillin
DB01164		Calcium Chloride
DB01165	477, 404, 817	Ofloxacin
DB01166	485	Cilostazol
DB01167	1010, 761	Itraconazole
DB01168	874	Procarbazine
DB01169	2038, 3610, 1629, 1569, 1714, 1176, 476	Arsenic trioxide
DB01170	540	Guanethidine
DB01171	3941	Moclobemide
DB01172	308, 883	Kanamycin
DB01173	439, 401, 591, 706, 492, 540, 198	Orphenadrine
DB01174	872, 423, 580, 530, 523, 841, 947, 4095, 921, 918, 705	Phenobarbital
DB01175	824, 713, 540, 556, 103, 492	Escitalopram
DB01176	492, 1275	Cyclizine
DB01177	874, 817	Idarubicin
DB01178	811	Chlormezanone
DB01179	817, 2539, 161	Podofilox
DB01180	244	Rescinnamine
DB01181	874	Ifosfamide
DB01182	220, 101	Propafenone
DB01183	847, 467, 696, 1291, 136	Naloxone
DB01184	831, 638	Domperidone
DB01185	146, 136, 381, 871	Fluoxymesterone
DB01186	831, 638, 432, 320, 436, 502, 725, 629, 318, 378, 163, 23, 885, 590, 556, 632, 789	Pergolide
DB01187		Iophendylate
DB01188	7171	Ciclopirox
DB01189	872, 482, 705, 858, 241, 537, 559	Desflurane
DB01190	818, 884	Clindamycin
DB01191	824, 590	Dexfenfluramine
DB01192	847, 467	Oxymorphone
DB01193	193, 766	Acebutolol
DB01194	357, 295, 592, 6123	Brinzolamide
DB01195	220, 3804	Flecainide
DB01196	1852, 2107, 136, 869	Estramustine
DB01197	244, 707, 65	Captopril
DB01198	872, 423, 580, 523, 811	Zopiclone
DB01199	813, 341, 474	Tubocurarine
DB01200	831, 638, 725, 318, 320, 378, 629, 436, 432, 502, 885, 590, 163, 23, 556, 632, 789, 716	Bromocriptine
DB01201	208	Rifapentine
DB01202	1435, 3970	Levetiracetam
DB01203	193, 766	Nadolol
DB01204	874, 817	Mitoxantrone
DB01205	872, 423, 580, 523	Flumazenil
DB01206	874, 6506	Lomustine
DB01207	835, 3448	Ridogrel
DB01208	477, 404, 817	Sparfloxacin
DB01209	847, 696	Dezocine
DB01210	766, 193	Levobunolol
DB01211	818	Clarithromycin
DB01212	6121	Ceftriaxone
DB01213	251, 444, 517, 2230	Fomepizole
DB01214	766, 193	Metipranolol
DB01215	872, 423, 580, 523, 6087, 6086, 6088, 4098, 4100, 4099, 6093, 6089, 6090, 142, 6092, 6115	Estazolam
DB01216	642, 596, 6105	Finasteride
DB01217	3811	Anastrozole
DB01218	931, 101, 3086	Halofantrine
DB01219	814	Dantrolene
DB01220	284, 1284	Rifaximin
DB01221	706, 427, 831	Ketamine
DB01222	871	Budesonide
DB01223	485, 16, 390	Aminophylline
DB01224	502, 831, 320, 885, 725, 528, 590, 341, 1256, 716, 23, 163, 638, 432, 492, 556, 632, 789, 318, 629, 378, 103, 617, 51, 450, 274	Quetiapine
DB01225	309, 239	Enoxaparin
DB01226	813, 617, 51, 3923	Mivacurium
DB01227	847, 6078, 6079	Levomethadyl Acetate
DB01228	220	Encainide
DB01229	29, 273	Paclitaxel
DB01230		Pemoline
DB01231	103, 51, 617	Diphenidol
DB01232	731	Saquinavir
DB01233	831, 103, 94	Metoclopramide
DB01234	871, 84, 469, 7	Dexamethasone
DB01235	23, 163, 831, 638, 432	Levodopa
DB01236	872, 482, 705, 858, 241, 537, 559	Sevoflurane
DB01237	492	Bromodiphenhydramine
DB01238	502, 831, 320, 885, 725, 528, 590, 341, 1256, 716, 23, 163, 638, 432, 492, 556, 632, 318, 629, 378, 103, 617, 51, 450, 274	Aripiprazole
DB01239	831, 23, 638, 502, 436, 590, 492, 103, 617, 51, 450, 274	Chlorprothixene
DB01240	122, 527, 130	Epoprostenol
DB01241	80	Gemfibrozil
DB01242	824, 502, 436, 590, 540, 904, 6432	Clomipramine
DB01243		Chloroxine
DB01244	392, 964, 4160, 806, 741, 1561, 465, 5692, 6047	Bepridil
DB01245	813, 474	Decamethonium
DB01246	492	Trimeprazine
DB01247	3941, 3939	Isocarboxazid
DB01248	29, 273	Docetaxel
DB01249		Iodixanol
DB01250	1405, 1253	Olsalazine
DB01251	230, 4209	Gliquidone
DB01252	230, 238	Mitiglinide
DB01253	556	Ergonovine
DB01254	17, 933, 936, 937, 935, 504, 228, 1063, 484, 934	Dasatinib
DB01255	713, 632	Lisdexamfetamine
DB01256	939	Retapamulin
DB01258	298	Aliskiren
DB01259	844, 567	Lapatinib
DB01260	871	Desonide
