DrugBankID	Name	Status
DB01019	Bethanechol	approved
DB01020	Isosorbide Mononitrate	approved
DB01021	Trichlormethiazide	approved
DB01022	Phytonadione	approved
DB01023	Felodipine	approved
DB01024	Mycophenolic acid	approved
DB01025	Amlexanox	approved
DB01026	Ketoconazole	approved
DB01028	Methoxyflurane	approved
DB01029	Irbesartan	approved
DB01030	Topotecan	approved
DB01031	Ethinamate	
DB01032	Probenecid	approved
DB01033	Mercaptopurine	approved
DB01034	Cerulenin	approved
DB01035	Procainamide	approved
DB01036	Tolterodine	approved
DB01037	Selegiline	approved
DB01038	Carphenazine	approved
DB01039	Fenofibrate	approved
DB01040	Hydroxystilbamidine Isethionate	approved
DB01041	Thalidomide	approved
DB01042	Melphalan	approved
DB01043	Memantine	approved
DB01044	Gatifloxacin	approved
DB01045	Rifampin	approved
DB01046	Lubiprostone	approved
DB01047	Fluocinonide	approved
DB01048	Abacavir	approved
DB01049	Ergoloid mesylate	approved
DB01050	Ibuprofen	approved
DB01051	Novobiocin	approved
DB01053	Penicillin G	approved
DB01054	Nitrendipine	approved
DB01055	Mimosine	approved
DB01056	Tocainide	approved
DB01057	Echothiophate	approved
DB01058	Praziquantel	approved
DB01059	Norfloxacin	approved
DB01060	Amoxicillin	approved
DB01061	Azlocillin	approved
DB01062	Oxybutynin	approved
DB01063	Acetophenazine	approved
DB01064	Isoproterenol	approved
DB01065	Melatonin	approved
DB01066	Cefditoren	approved
DB01067	Glipizide	approved
DB01068	Clonazepam	
DB01069	Promethazine	approved
DB01070	Dihydrotachysterol	approved
DB01071	Mequitazine	approved
DB01072	Atazanavir	approved
DB01073	Fludarabine	approved
DB01074	Perhexiline	approved
DB01075	Diphenhydramine	approved
DB01076	Atorvastatin	approved
DB01077	Etidronic acid	approved
DB01078	Deslanoside	approved
DB01079	Tegaserod	
DB01080	Vigabatrin	approved
DB01081	Diphenoxylate	
DB01082	Streptomycin	approved
DB01083	Orlistat	approved
DB01084	Emedastine	approved
DB01085	Pilocarpine	approved
DB01086	Benzocaine	approved
DB01087	Primaquine	approved
DB01088	Iloprost	approved
DB01089	Deserpidine	approved
DB01090	Pentolinium	approved
DB01091	Butenafine	approved
DB01092	Ouabain	approved
DB01093	Dimethyl sulfoxide	approved
DB01094	Hesperetin	approved
DB01095	Fluvastatin	approved
DB01096	Oxamniquine	approved
DB01097	Leflunomide	approved
DB01098	Rosuvastatin	approved
DB01099	Flucytosine	approved
DB01100	Pimozide	approved
DB01101	Capecitabine	approved
DB01102	Arbutamine	approved
DB01103	Quinacrine	approved
DB01104	Sertraline	approved
DB01105	Sibutramine	
DB01106	Levocabastine	approved
DB01107	Methyprylon	
DB01108	Trilostane	approved
DB01109	Heparin	approved
DB01110	Miconazole	approved
DB01111	Colistimethate	approved
DB01112	Cefuroxime	approved
DB01113	Papaverine	approved
DB01114	Chlorpheniramine	approved
DB01115	Nifedipine	approved
DB01116	Trimethaphan	approved
DB01117	Atovaquone	approved
DB01118	Amiodarone	approved
DB01119	Diazoxide	approved
DB01120	Gliclazide	approved
DB01121	Phenacemide	approved
DB01122	Ambenonium	approved
DB01123	Proflavine	approved
DB01124	Tolbutamide	approved
DB01125	Anisindione	approved
DB01126	Dutasteride	approved
DB01127	Econazole	approved
DB01128	Bicalutamide	approved
DB01129	Rabeprazole	approved
DB01130	Prednicarbate	approved
DB01131	Proguanil	approved
DB01132	Pioglitazone	approved
DB01133	Tiludronate	approved
DB01134	Desoxycorticosterone Pivalate	experimental
DB01135	Doxacurium chloride	approved
DB01136	Carvedilol	approved
DB01137	Levofloxacin	approved
DB01138	Sulfinpyrazone	approved
DB01139	Cephapirin	approved
DB01140	Cefadroxil	approved
DB01141	Micafungin	approved
DB01142	Doxepin	approved
DB01143	Amifostine	approved
DB01144	Dichlorphenamide	approved
DB01145	Sulfoxone	approved
DB01146	Diphenylpyraline	approved
DB01147	Cloxacillin	approved
DB01148	Flavoxate	approved
DB01149	Nefazodone	approved
DB01150	Cefprozil	approved
DB01151	Desipramine	approved
DB01152	Candicidin	approved
DB01153	Sertaconazole	approved
DB01154	Thiamylal	approved
DB01155	Gemifloxacin	approved
DB01156	Bupropion	approved
DB01157	Trimetrexate	approved
DB01158	Bretylium	approved
DB01159	Halothane	approved
DB01160	Dinoprost Tromethamine	approved
DB01161	Chloroprocaine	approved
DB01162	Terazosin	approved
DB01163	Amdinocillin	approved
DB01164	Calcium Chloride	approved
DB01165	Ofloxacin	approved
DB01166	Cilostazol	approved
DB01167	Itraconazole	approved
DB01168	Procarbazine	approved
DB01169	Arsenic trioxide	approved
DB01170	Guanethidine	approved
DB01171	Moclobemide	approved
DB01172	Kanamycin	approved
DB01173	Orphenadrine	approved
DB01174	Phenobarbital	approved
DB01175	Escitalopram	approved
DB01176	Cyclizine	approved
DB01177	Idarubicin	approved
DB01178	Chlormezanone	approved
DB01179	Podofilox	approved
DB01180	Rescinnamine	approved
DB01181	Ifosfamide	approved
DB01182	Propafenone	approved
DB01183	Naloxone	approved
DB01184	Domperidone	approved
DB01185	Fluoxymesterone	
DB01186	Pergolide	approved
DB01187	Iophendylate	approved
DB01188	Ciclopirox	approved
DB01189	Desflurane	approved
DB01190	Clindamycin	approved
DB01191	Dexfenfluramine	
DB01192	Oxymorphone	approved
DB01193	Acebutolol	approved
DB01194	Brinzolamide	approved
DB01195	Flecainide	approved
DB01196	Estramustine	approved
DB01197	Captopril	approved
DB01198	Zopiclone	approved
DB01199	Tubocurarine	approved
DB01200	Bromocriptine	approved
DB01201	Rifapentine	approved
DB01202	Levetiracetam	approved
DB01203	Nadolol	approved
DB01204	Mitoxantrone	approved
DB01205	Flumazenil	approved
DB01206	Lomustine	approved
DB01207	Ridogrel	approved
DB01208	Sparfloxacin	approved
DB01209	Dezocine	approved
DB01210	Levobunolol	approved
DB01211	Clarithromycin	approved
DB01212	Ceftriaxone	approved
DB01213	Fomepizole	approved
DB01214	Metipranolol	approved
DB01215	Estazolam	
DB01216	Finasteride	approved
DB01217	Anastrozole	approved
DB01218	Halofantrine	approved
DB01219	Dantrolene	approved
DB01220	Rifaximin	approved
DB01221	Ketamine	approved
DB01222	Budesonide	approved
DB01223	Aminophylline	approved
DB01224	Quetiapine	approved
DB01225	Enoxaparin	approved
DB01226	Mivacurium	approved
DB01227	Levomethadyl Acetate	approved
DB01228	Encainide	approved
DB01229	Paclitaxel	approved
DB01230	Pemoline	
DB01231	Diphenidol	approved
DB01232	Saquinavir	approved
DB01233	Metoclopramide	approved
DB01234	Dexamethasone	approved
DB01235	Levodopa	approved
DB01236	Sevoflurane	approved
DB01237	Bromodiphenhydramine	approved
DB01238	Aripiprazole	approved
DB01239	Chlorprothixene	approved
DB01240	Epoprostenol	approved
DB01241	Gemfibrozil	approved
DB01242	Clomipramine	approved
DB01243	Chloroxine	approved
DB01244	Bepridil	approved
DB01245	Decamethonium	approved
DB01246	Trimeprazine	approved
DB01247	Isocarboxazid	approved
DB01248	Docetaxel	approved
DB01249	Iodixanol	approved
DB01250	Olsalazine	approved
DB01251	Gliquidone	approved
DB01252	Mitiglinide	approved
DB01253	Ergonovine	approved
DB01254	Dasatinib	approved
DB01255	Lisdexamfetamine	approved
DB01256	Retapamulin	approved
DB01258	Aliskiren	approved
DB01259	Lapatinib	approved
DB01260	Desonide	approved
DB01261	Sitagliptin	approved
DB01262	Decitabine	approved
DB01263	Posaconazole	approved
DB01264	Darunavir	approved
DB01265	Telbivudine	approved
DB01266	Kunecatechins	approved
DB01267	Paliperidone	approved
DB01268	Sunitinib	approved
DB01273	Varenicline	approved
DB01274	Arformoterol	approved
DB01275	Hydralazine	approved
DB01280	Nelarabine	approved
DB01282	Carbetocin	approved
DB01283	Lumiracoxib	approved
DB01287	Dihydroergotoxine	approved
DB01288	Fenoterol	approved
DB01289	Glisoxepide	approved
DB01291	Pirbuterol	approved
DB01294	Bismuth Subsalicylate	approved
DB01295	Bevantolol	approved
DB01296	Glucosamine	approved
DB01297	Practolol	approved
DB01298	Sulfacytine	approved
DB01299	Sulfadoxine	approved
DB01301	Rolitetracycline	approved
DB01303	Oxtriphylline	approved
DB01319	Fosamprenavir	approved
DB01320	Fosphenytoin	approved
DB01321	Josamycin	approved
DB01322	Kava	
DB01323	St. John's Wort	
DB01324	Polythiazide	approved
DB01325	Quinethazone	approved
DB01326	Cefamandole	approved
DB01327	Cefazolin	approved
DB01328	Cefonicid	approved
DB01329	Cefoperazone	approved
DB01330	Cefotetan	approved
DB01331	Cefoxitin	approved
DB01332	Ceftizoxime	approved
DB01333	Cefradine	approved
DB01336	Metocurine	approved
DB01337	Pancuronium	approved
DB01338	Pipecuronium	approved
DB01339	Vecuronium	approved
DB01340	Cilazapril	approved
DB01341	Dihydroquinidine barbiturate	experimental
DB01342	Forasartan	approved
DB01344	Polystyrene sulfonate	approved
DB01345	Potassium	experimental
DB01346	Quinidine barbiturate	approved
DB01347	Saprisartan	approved
DB01348	Spirapril	approved
DB01349	Tasosartan	approved
DB01351	Amobarbital	
DB01352	Aprobarbital	
DB01353	Butethal	
DB01354	Heptabarbital	approved
DB01355	Hexobarbital	approved
DB01356	Lithium	approved
DB01357	Mestranol	approved
DB01359	Penbutolol	approved
DB01361	Troleandomycin	approved
DB01362	Iohexol	approved
DB01363	Ephedra	approved
DB01364	Ephedrine	approved
DB01365	Mephentermine	approved
DB01366	Procaterol	approved
DB01367	Rasagiline	approved
DB01369	Quinupristin	approved
DB01370	Aluminium	approved
DB01373	Calcium	experimental
DB01375	Dihydroxyaluminium	approved
DB01377	Magnesium oxide	approved
DB01378	Magnesium	experimental
DB01380	Cortisone acetate	approved
DB01381	Ginkgo biloba	approved
DB01382	Glycodiazine	approved
DB01384	Paramethasone	approved
DB01388	Mibefradil	
DB01390	Sodium bicarbonate	approved
DB01392	Yohimbine	approved
DB01393	Bezafibrate	approved
DB01394	Colchicine	approved
DB01395	Drospirenone	approved
DB01396	Digitoxin	approved
DB01397	Magnesium salicylate	approved
DB01398	Salicylate-sodium	approved
DB01399	Salsalate	approved
DB01400	Neostigmine	approved
DB01401	Trisalicylate-choline	approved
DB01403	Methotrimeprazine	approved
DB01404	Ginseng	approved
DB01405	Temafloxacin	
DB01406	Danazol	approved
DB01407	Clenbuterol	approved
DB01408	Bambuterol	approved
DB01409	Tiotropium	approved
DB01410	Ciclesonide	approved
DB01411	Pranlukast	approved
DB01412	Theobromine	approved
DB01413	Cefepime	approved
DB01414	Cefacetrile	approved
DB01415	Ceftibuten	approved
DB01416	Cefpodoxime	approved
DB01418	Acenocoumarol	approved
DB01419	Antrafenine	approved
DB01420	Testosterone Propionate	approved
DB01421	Paromomycin	approved
DB01422	Nitroxoline	approved
DB01423	Stepronin	approved
DB01424	Aminophenazone	approved
DB01425	Alizapride	approved
DB01426	Ajmaline	approved
DB01427	Amrinone	approved
DB01428	Oxybenzone	approved
DB01429	Aprindine	approved
DB01430	Almitrine	approved
DB01431	Allylestrenol	approved
DB01432	Cholestyramine	approved
DB01433	Methadyl Acetate	
DB01434	19-norandrostenedione	experimental
DB01435	Antipyrine	approved
DB01436	Alfacalcidol	approved
DB01437	Glutethimide	
DB01438	Phenazopyridine	approved
DB01439	3-Methylthiofentanyl	
DB01440	Gamma Hydroxybutyric Acid	
DB01441	5-Methoxy-N,N-diisopropyltryptamine	
DB01442	MMDA	
DB01443	19-Nor-5-androstenedione	
DB01444	Dimethylthiambutene	
DB01445	Bufotenine	
DB01446	Alpha-methyltryptamine	
DB01447	4-Methylaminorex	
DB01448	19-Nor-4-androstenedione	
DB01450	Dihydroetorphine	
DB01451	1-Androstenedione	
DB01452	Heroin	
DB01453	Beta-hydroxyfentanyl	
DB01454	3,4-Methylenedioxymethamphetamine	
DB01455	19-Nor-5-androstenediol	
DB01456	5-Androstenedione	
DB01458	2,5-Dimethoxy-4-(n)-propylthiophenethylamine	
DB01459	Bezitramide	
DB01460	Diethyltryptamine	
DB01461	Dimenoxadol	
DB01462	Etonitazene	
DB01463	Fencamfamine	
DB01464	Furethidine	
DB01465	2,5-Dimethoxyamphetamine	
DB01466	Ethylmorphine	
DB01467	2,5-Dimethoxy-4-ethylamphetamine	
DB01468	Ethylmethylthiambutene	
DB01469	Acetorphine	
DB01470	Alpha-methylthiofentanyl	
DB01471	Bolasterone	
DB01472	4-Methoxyamphetamine	
DB01473	Betaprodine	
DB01474	17Alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene	
DB01475	Dioxaphetyl butyrate	
DB01476	Haloxazolam	
DB01477	Codeine methylbromide	
DB01478	1-Methyl-4-phenyl-4-propionoxypiperidine	
DB01479	17Alpha-methyl-3alpha,17beta-dihydroxy-5alpha-androstane	
DB01480	Cyprenorphine	
DB01481	Delta1-dihydrotestosterone	
DB01482	Fenethylline	
DB01483	Barbital	
DB01484	4-Bromo-2,5-dimethoxyamphetamine	
DB01485	4-Hydroxytestosterone	
DB01486	Cathine	
DB01487	Embutramide	
DB01488	Dimethyltryptamine	
DB01489	Camazepam	
DB01490	Aminorex	
DB01491	Dipipanone	
DB01493	Ethylestrenol	
DB01494	Chloral betaine	
DB01495	Dichloralphenazone	
DB01496	Barbituric acid derivative	
DB01497	Etorphine	
DB01498	Alphamethadol	
DB01499	Alphameprodine	
DB01500	4-Hydroxy-19-nortestosterone	
DB01501	Difenoxin	
DB01502	Diampromide	
DB01503	1-Androstenediol	
DB01505	Etoxeridine	
DB01506	1-Phenylcyclohexylamine	
DB01509	3,4-Methylenedioxyamphetamine	
DB01510	Dehydrochloromethyltestosterone	
DB01511	Delorazepam	
DB01512	Hydromorphinol	
DB01513	17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane	
DB01514	Furazabol	
DB01515	Benzoylecgonine	
DB01516	3,4,5-Trimethoxyamphetamine	
DB01518	Benzethidine	
DB01520	Tenocyclidine	
DB01521	Clostebol	
DB01522	Betacetylmethadol	
DB01523	Clonitazene	
DB01524	5-Androstenediol	
DB01525	Ecgonine	
DB01526	4-Androstenediol	
DB01527	Clortermine	
DB01528	4-Methyl-2,5-dimethoxyamphetamine	
DB01529	Dextromoramide	
DB01530	3Alpha,17beta-dihydroxy-5alpha-androstane	
DB01531	Desomorphine	
DB01532	Acetyl-alpha-methylfentanyl	
DB01533	Diethylthiambutene	
DB01534	Chlorhexadol	
DB01535	Carfentanil	
DB01536	4-Androstenedione	
DB01537	4-Bromo-2,5-dimethoxyphenethylamine	
DB01538	Acetyldihydrocodeine	
DB01539	1-Piperidinocyclohexanecarbonitrile	
DB01540	17Alpha-methyl-4-hydroxynandrolone	
DB01541	Boldenone	
DB01542	Allylprodine	
DB01543	13Beta-ethyl-17beta-hydroxygon-4-en-3-one	
DB01544	Flunitrazepam	
DB01545	Ethyl loflazepate	
DB01546	Alpha-ethyltryptamine	
DB01547	Drotebanol	
DB01548	Diprenorphine	
DB01549	Rolicyclidine	
DB01550	Fenproporex	
DB01551	Dihydrocodeine	
DB01552	Betameprodine	
DB01553	Cloxazolam	
DB01554	19-Nor-4-androstenediol	
DB01555	Alphacetylmethadol	
DB01556	Chlorphentermine	
DB01557	Alpha-methylfentanyl	
DB01558	Bromazepam	
DB01559	Clotiazepam	
DB01560	Cathinone	
DB01561	Androstanedione	
DB01562	1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	
DB01563	Chloral hydrate	
DB01564	Calusterone	
DB01565	Dihydromorphine	
DB01566	3,4-Methylenedioxy-N-ethylamphetamine	
DB01567	Fludiazepam	
DB01568	Codeine-N-oxide	
DB01569	Formebolone	
DB01570	Beta-hydroxy-3-methylfentanyl	
DB01571	3-Methylfentanyl	
DB01572	17Alpha-methyl-delta1-dihydrotestosterone	
DB01573	Benzylmorphine	
DB01574	Attapulgite	approved
DB01575	Kaolin	approved
DB01576	Dextroamphetamine	
DB01577	Methamphetamine	
DB01578	Metrizamide	approved
DB01579	Phendimetrazine	
DB01580	Oxprenolol	approved
DB01581	Sulfamerazine	approved
DB01582	Sulfamethazine	approved
DB01583	Liotrix	approved
DB01584	Thyroglobulin	approved
DB01586	Ursodeoxycholic acid	approved
DB01587	Ketazolam	approved
DB01588	Prazepam	
DB01589	Quazepam	
DB01590	Everolimus	approved
DB01591	Solifenacin	approved
DB01592	Iron	approved
DB01593	Zinc	approved
DB01594	Cinolazepam	approved
DB01595	Nitrazepam	approved
DB01597	Cilastatin	approved
DB01598	Imipenem	approved
DB01599	Probucol	approved
DB01600	Tiaprofenic acid	approved
DB01601	Lopinavir	approved
DB01602	Bacampicillin	approved
DB01603	Meticillin	approved
DB01604	Pivampicillin	approved
DB01605	Pivmecillinam	approved
DB01606	Tazobactam	approved
DB01607	Ticarcillin	approved
DB01608	Propericiazine	approved
DB01609	Deferasirox	approved
DB01610	Valganciclovir	approved
DB01611	Hydroxychloroquine	approved
DB01612	Amyl Nitrite	approved
DB01613	Erythrityl Tetranitrate	approved
DB01614	Acepromazine	approved
DB01615	Aceprometazine	approved
DB01616	Alverine	approved
DB01618	Molindone	approved
DB01619	Phenindamine	approved
DB01620	Pheniramine	approved
DB01621	Pipotiazine	approved
DB01622	Thioproperazine	approved
DB01623	Thiothixene	approved
DB01624	Zuclopenthixol	approved
DB01625	Isopropamide	approved
DB01626	Pargyline	approved
DB01627	Lincomycin	approved
DB01628	Etoricoxib	approved
DB01629	5-Fluorouridine	experimental
DB01630	SC-74020	experimental
DB01631	Methyl Nonanoate (Ester)	experimental
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid	experimental
DB01633	Deoxy-2-Fluoro-B-D-Cellotrioside	experimental
DB01634	2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine	experimental
DB01635	2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine	experimental
DB01636	Clorocruoro Hem	experimental
DB01637	3,7,11,15-Tetramethyl-Hexadecan-1-Ol	experimental
DB01638	D-Sorbitol	experimental
DB01639	N-Methyl-Pyridoxal-5'-Phosphate	experimental
DB01640	(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One	experimental
DB01641	(5z)-2-[(1s,2r)-1-Amino-2-Hydroxypropyl]-5-[(4-Amino-1h-Indol-3-Yl)Methylene]-3-(2-Hydroxyethyl)-3,5-Dihydro-4h-Imidazol-4-One	experimental
DB01642	O1-Methyl-Glucose	experimental
DB01643	Thymidine-5'-Phosphate	experimental
DB01644	3,6-Dihydroxy-Xanthene-9-Propionic Acid	experimental
DB01645	Genistein	experimental
DB01646	N-Acetylmethionine	experimental
DB01647	(R)-Mesopram	experimental
DB01648	O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose	experimental
DB01649	7-Methyl-Gpppa	experimental
DB01650	trans-2-hydroxycinnamic acid	experimental
DB01651	Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside	experimental
DB01652	4-Hydroxybenzoyl Coenzyme A	experimental
DB01653	(5z)-5-(1h-Indol-3-Ylmethylene)-4h-Imidazol-4-One	experimental
DB01655	L-Guluronic Acid 6-Phosphate	experimental
DB01657	2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid	experimental
DB01658	1'-Deazo-Thiamin Diphosphate	experimental
DB01659	3-(1,10-Phenanthrol-2-Yl)-L-Alanine	experimental
DB01660	Adenosine-5'-Diphosphate Monothiophosphate	experimental
DB01661	Phosphoribosyl Atp	experimental
DB01662	Trans-O-Hydroxy-Alpha-Methyl Cinnamate	experimental
DB01663	Lambda-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)	experimental
DB01664	(S)-Des-Me-Ampa	experimental
DB01665	ZK-800270	experimental
DB01666	D-Myo-Inositol-Hexasulphate	experimental
DB01667	8-azaguanine	experimental
DB01668	Nanaomycin D	experimental
DB01669	Virginiamycin M1	experimental
DB01670	Propyl Acetate	experimental
DB01671	4-(Hydroxymercury)Benzoic Acid	experimental
DB01672	2,3-Dihydroxy-Benzoic Acid	experimental
DB01673	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine	experimental
DB01674	[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid	experimental
DB01675	Methacrylyl-Coenzyme A	experimental
DB01676	Trinitrotoluene	experimental
DB01677	Fumarate	experimental
DB01678	RU84687	experimental
DB01679	Propyl Trihydrogen Diphosphate	experimental
DB01681	Benzene Hexacarboxylic Acid	experimental
DB01682	6'-Methyl-Thiamin Diphosphate	experimental
DB01683	Chymostatin	experimental
DB01684	1-Hydroxy-1-Thio-Glycerol	experimental
DB01685	4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile	experimental
